Alloy ID,Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,Density_calc,dHmix,dSmix,dGmix,Tm,n.Para,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Hot-Cold_Working,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),HPR,Microstructure_,Multiphase,IM_Structure,Microstructure,Phases,References
Alloy 0077,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,9.9,2.72,13.38,655.02398,2523,12.41,4.01,0.12,4.4,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2015.12.017
Alloy 0078,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,9.9,2.72,13.38,655.02398,2523,12.41,4.01,0.12,4.4,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2015.12.017
Alloy 0079,HfNbTaZr,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,4,11.06,3.5,11.53,697.736195,2668.5,8.79,3.95,0.12,4.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.actamat.2016.01.018
Alloy 0080,HfTaTiZr,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,4,10.20859028,1.75,11.52629192,565.9615911,2164.5,16.05546601,4.851813611,0.10401322,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1002/adma.201701678
Alloy 0081,Mo0.1NbTiV0.3Zr,0,0,0,0,0,0,0,0.294117647,0.088235294,0.294117647,0.029411765,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.614127369,0.795847751,11.62138489,526.645105,2014.87145,33.41088529,6.082539185,0.160399857,4.441176471,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0082,Mo0.3NbTiV0.3Zr,0,0,0,0,0,0,0,0.277777778,0.083333333,0.277777778,0.083333333,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.78040681,-0.277777778,12.31867362,533.7753425,2047.617402,102.9195942,6.200685176,0.213663482,4.527777778,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0083,Mo0.3NbTiVZr,0,0,0,0,0,0,0,0.23255814,0.23255814,0.23255814,0.069767442,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.696356442,-1.254732288,12.82599837,527.7013013,2028.267824,23.52532212,7.007082731,0.197323903,4.604651163,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0084,Mo0.5NbTiV0.3Zr,0,0,0,0,0,0,0,0.263157895,0.078947368,0.263157895,0.131578947,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.932026792,-1.135734072,12.6484181,540.7452915,2076.985372,26.17293565,6.280554938,0.247688063,4.605263158,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0085,Mo0.5NbTiVZr,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.111111111,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.832962954,-1.777777778,13.14594406,534.0179899,2055.075745,17.21628304,6.969406971,0.228089218,4.666666667,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0086,Mo0.7NbTiV0.3Zr,0,0,0,0,0,0,0,0.25,0.075,0.25,0.175,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.07084407,-1.825,12.79604395,547.3300195,2103.472418,16.66376159,6.331916559,0.271583205,4.675,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0087,Mo0.7NbTiVZr,0,0,0,0,0,0,0,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.959372709,-2.209144409,13.30882902,540.038201,2079.548597,14.17366073,6.926019286,0.250581939,4.723404255,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0088,Mo1.3NbTiV0.3Zr,0,0,0,0,0,0,0,0.217391304,0.065217391,0.217391304,0.282608696,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.424872496,-3.194706994,12.72470095,564.6233108,2169.343413,9.728591172,6.375459348,0.312228786,4.847826087,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0089,Mo1.3NbTiVZr,0,0,0,0,0,0,0,0.188679245,0.188679245,0.188679245,0.245283019,0.188679245,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.287688658,-3.104307583,13.33102043,556.1182839,2141.655076,10.37004708,6.774937147,0.291553089,4.867924528,AC,,,,,,,BCC1 + BCC2,D,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0090,Mo1.5NbTiV0.3Zr,0,0,0,0,0,0,0,0.208333333,0.0625,0.208333333,0.3125,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.525832041,-3.489583333,12.61433915,569.6419899,2187.699114,8.895613706,6.366013885,0.319847986,4.895833333,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0091,MoNbTaTi0.25W,0,0,0,0,0,0,0,0.058823529,0,0.235294118,0.235294118,0,0,0.235294118,0.235294118,0,0,0,0,0,0,0,0,0,0,5,13.08270575,-6.14532872,12.70837022,751.8048657,2888.341095,6.537876346,2.48584137,0.363138949,5.411764706,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004
Alloy 0092,MoNbTaTi0.5W,0,0,0,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,5,9.946702431,-2.864197531,13.14594406,656.2572133,2525.49484,12.84507375,3.687352332,0.249121915,5.111111111,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004
Alloy 0093,MoNbTaTi0.75W,0,0,0,0,0,0,0,0.157894737,0,0.210526316,0.210526316,0,0,0.210526316,0.210526316,0,0,0,0,0,0,0,0,0,0,5,9.645668822,-2.703601108,13.33280622,646.9458634,2491.452838,13.63363619,3.745276683,0.245168267,5.052631579,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004
Alloy 0094,MoNbTaTiW,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5,12.85,-4.5,11.53,779.045365,2979.5,7.63,3.49,0.34,5.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004
Alloy 0095,MoNbTaV,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,10.66950133,-3.25,11.52629192,651.7853358,2492.75,9.809406411,3.464885924,0.257135665,5.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/e18050189
Alloy 0096,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0097,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2017.12.004
Alloy 0098,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0099,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0100,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0101,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0102,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0103,MoNbTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0104,MoNbTiV,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.355181187,-2.75,11.52629192,564.4536173,2158.75,10.1930143,4.075838919,0.248935233,5,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/e16020870
Alloy 0105,MoNbTiV0.3Zr,0,0,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.25840086,-2.617631152,12.82599837,556.4224189,2138.665021,11.81753032,6.370142047,0.296132452,4.76744186,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0106,MoNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.13,-2.72,13.38,617.789032,2379.6,11.71,5.77,0.28,4.8,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0107,NbTaTiV,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,9.16,-0.25,11.53,664.39502,2541,117.15,3.53,0.05,4.75,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.proeng.2012.03.043
Alloy 0108,NbTiV0.3Zr,0,0,0,0,0,0,0,0.303030303,0.090909091,0.303030303,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.524809509,1.432506887,10.83685823,520.1172171,1983.939394,17.07479244,6.004910204,0.117480436,4.393939394,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.matdes.2015.06.072
Alloy 0109,CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.54,-1.33,9.13,466.7847,1769,12.12,0.75,0.03,9,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jmmm.2014.07.023
Alloy 0110,CoFeNiSi0.25,0,0.307692308,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,4,7.737887735,-11.83431953,10.68652014,390.2702678,1487.846154,1.590198813,2.025282421,0.032490326,8.615384615,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jmmm.2014.07.023
Alloy 0111,CoFeNiSi0.5,0,0.285714286,0,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,4,7.119174974,-19.42857143,11.23935679,387.9846334,1482.285714,1.015513075,2.657710254,0.031943828,8.285714286,AC,,,,,,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.jmmm.2014.07.023
Alloy 0112,CoFeNiSi0.75,0,0.266666667,0,0.266666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4,6.627500825,-24.96,11.46807317,386.3797442,1477.466667,0.804334937,3.045362707,0.031382939,8,AC,,,,,,,FCC + Im,Im,L12,FCC + Im,Im,10.1016/j.jmmm.2014.07.023
Alloy 0113,Al0.25CoFeNi,0.076923077,0.307692308,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.900548046,-6.059171598,10.68652014,375.142573,1430.153846,3.004105521,3.944930256,0.076999962,8.538461538,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jmmm.2014.07.023
Alloy 0114,Al0.5CoFeNi,0.142857143,0.285714286,0,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.387194216,-9.469387755,11.23935679,359.9488094,1375.142857,1.956383242,5.123177534,0.097079811,8.142857143,AC,,,,,,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmmm.2014.07.023
Alloy 0115,Al0.75CoFeNi,0.2,0.266666667,0,0.266666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.966082836,-11.94666667,11.46807317,347.1629685,1327.466667,1.53649462,5.804983778,0.109390229,7.8,AC,,,,,,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jmmm.2014.07.023
Alloy 0116,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.17,-3.75,11.53,489.4027225,1871.75,5.75,1.03,0.1,8.25,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.intermet.2015.01.004
Alloy 0117,CoCrFeNb0.103Ni,0,0.243724104,0.243724104,0.243724104,0.243724104,0,0,0,0,0.025103583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.200662107,-5.473010986,12.21211163,413.9434986,1587.301367,4.151287075,2.297778533,0.101487899,8.168413356,AC,,,,,,,FCC + Im,Im,Laves,FCC + Im,Im,10.1016/j.intermet.2015.01.004
Alloy 0118,CoCrFeNb0.155Ni,0,0.240673887,0.240673887,0.240673887,0.240673887,0,0,0,0,0.037304452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.20778646,-6.276635953,12.42064438,416.6059575,1598.792173,3.70432955,2.770916035,0.103631001,8.128760529,AC,,,,,,,FCC + Im,Im,Laves,FCC + Im,Im,10.1016/j.intermet.2015.01.004
Alloy 0119,CoCrFeNb0.206Ni,0,0.237755587,0.237755587,0.237755587,0.237755587,0,0,0,0,0.048977651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.214511789,-7.024812729,12.58718805,419.1988601,1609.774426,3.373858458,3.146080126,0.105576867,8.090822634,AC,,,,,,,FCC + Im,Im,Laves,FCC + Im,Im,10.1016/j.intermet.2015.01.004
Alloy 0120,CoCrFeNb0.309Ni,0,0.232072407,0.232072407,0.232072407,0.232072407,0,0,0,0,0.071710374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.22699924,-8.38502061,12.83886672,424.1901117,1630.522174,2.914839982,3.728360702,0.108998224,8.019043196,AC,,,,,,,FCC + Im,Im,Laves,FCC + Im,Im,10.1016/j.intermet.2015.01.004
Alloy 0121,CoCrFeNb0.412Ni,0,0.226654578,0.226654578,0.226654578,0.226654578,0,0,0,0,0.093381686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.239312478,-9.685938539,13.02986481,429.3171884,1651.446902,2.589035368,4.205658448,0.112136079,7.946509519,AC,,,,,,,FCC + Im,Im,Laves,FCC + Im,Im,10.1016/j.intermet.2015.01.004
Alloy 0122,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.72,-12.32,13.38,437.2111258,1684.09,1.83,5.25,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2008.01.064
Alloy 0123,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.72,-12.32,13.38,437.2111258,1684.09,1.83,5.25,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.028
Alloy 0124,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.72,-12.32,13.38,437.2111258,1684.09,1.83,5.25,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.049
Alloy 0125,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.72,-12.32,13.38,437.2111258,1684.09,1.83,5.25,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.jallcom.2010.10.047
Alloy 0126,AlC0.1CoCrFeNi,0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,6,6.662956709,-15.3479431,13.9216461,354.3974307,1367.97526,1.488614138,8.009933435,0.160336536,7.137254902,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0127,AlC0.2CoCrFeNi,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,6,6.602336832,-18.13609467,14.22238699,355.0024357,1371.913775,1.290064594,9.668804706,0.189783433,7.076923077,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0128,AlC0.3CoCrFeNi,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0,0,0,0,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0,0,0,0,6,6.543363513,-20.70487718,14.43271079,355.7259362,1375.837764,1.149456879,11.0199694,0.213397811,7.018867925,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0129,AlC0.4CoCrFeNi,0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,6,6.485970566,-23.07270233,14.58583089,356.5231819,1379.74731,1.044909274,12.16929417,0.233101001,6.962962963,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0130,AlC0.5CoCrFeNi,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,6,6.430095303,-25.25619835,14.69798576,357.372386,1383.64249,0.964179648,13.17225701,0.249938835,6.909090909,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0131,AlCCoCrFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,6,6.171507923,-33.88888889,14.8975162,362.0595488,1402.905669,0.736792126,16.85609558,0.308040401,6.666666667,AC,,,,,,,BCC + Im,Im,eta,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0132,AlCoCrFeMo0.1Ni,0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.8,-12.13,13.92,442.4602388,1707.86,1.96,5.3,0.13,7.18,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.028
Alloy 0133,AlCoCrFeMo0.2Ni,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.89,-11.95,14.22,447.8611838,1730.71,2.06,5.35,0.14,7.15,AC,,,,,,,BCC + Im,Im,alpha,BCC + Im,Im,10.1016/j.msea.2010.07.028
Alloy 0134,AlCoCrFeMo0.3Ni,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0,0,0,0,0,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.969186113,-11.77643289,14.43271079,370.8521057,1434.303168,2.09258423,5.770073848,0.146647598,7.132075472,AC,,,,,,,BCC + Im,Im,alpha,BCC + Im,Im,10.1016/j.msea.2010.07.028
Alloy 0135,AlCoCrFeMo0.4Ni,0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.04,-11.6,14.59,458.3715626,1773.86,2.23,5.44,0.15,7.11,AC,,,,,,,BCC + Im,Im,alpha,BCC + Im,Im,10.1016/j.msea.2010.07.028
Alloy 0136,AlCoCrFeMo0.5Ni,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.11,-11.44,14.7,463.448501,1794.27,2.31,5.47,0.16,7.09,AC,,,,,,,BCC + Im,Im,alpha,BCC + Im,Im,10.1016/j.msea.2010.07.028
Alloy 0137,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.72,-12.32,13.38,437.2111258,1684.09,1.83,5.25,0.12,7.2,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2011.10.110
Alloy 0138,AlCoCrFeNb0.1Ni,0.196078431,0.196078431,0.196078431,0.196078431,0.196078431,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.777073377,-13.31795463,13.9216461,359.076864,1386.029271,1.734388445,5.918861194,0.12190182,7.156862745,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2011.10.110
Alloy 0139,AlCoCrFeNb0.25Ni,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.849513582,-14.65759637,14.33614554,366.6265111,1417.442609,1.653516789,6.098683245,0.123615232,7.095238095,AC,,,,,,,BCC + Im,Im,(CoCr)Nb,BCC + Im,Im,10.1016/j.msea.2011.10.110
Alloy 0140,AlCoCrFeNb0.5Ni,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.958059832,-16.52892562,14.69798576,378.6365986,1465.931765,1.546440441,6.331848469,0.125829479,7,AC,,,,,,,BCC + Im,Im,(CoCr)Nb,BCC + Im,Im,10.1016/j.msea.2011.10.110
Alloy 0141,AlCoCrFeNiSi0.2,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,6,6.460047303,-16.39053254,14.22238699,353.2127105,1364.990955,1.421447078,6.018496556,0.120529527,7.076923077,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.049
Alloy 0142,AlCoCrFeNiSi0.4,0.185185185,0.185185185,0.185185185,0.185185185,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0,6,6.224993453,-19.83539095,14.58583089,352.9531903,1365.919783,1.205279731,6.213811095,0.120333328,6.962962963,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.049
Alloy 0143,AlCoCrFeNiSi0.6,0.178571429,0.178571429,0.178571429,0.178571429,0.178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,6,6.015254165,-22.75510204,14.77893904,352.9166444,1366.81105,1.065118686,6.373344257,0.120010097,6.857142857,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.msea.2010.07.049
Alloy 0144,AlCoCrFeNiSi0.8,0.172413793,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0,6,5.826948949,-25.23186683,14.87154905,353.0085298,1367.66699,0.967090169,6.504079923,0.119586088,6.75862069,AC,,,,,,,BCC + delta,Im,Delta,BCC + Im,Im,10.1016/j.msea.2010.07.049
Alloy 0145,AlCoCrFeNiSi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,6,5.656951884,-27.33333333,14.8975162,353.1832478,1368.489663,0.894744639,6.611299931,0.119082138,6.666666667,AC,,,,,,,BCC + delta,Im,Delta,BCC + Im,Im,10.1016/j.msea.2010.07.049
Alloy 0146,CoCrCu1FeNiTi0.5,0,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.841713198,-17.05785124,14.69798576,371.9973776,1440.230486,1.476343159,4.822178394,0.122359719,8.363636364,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2008.11.059
Alloy 0148,Al0.5CoCrCu0.5FeNiTi0.5,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.124653711,-10.84297521,15.74583048,359.0404941,1395.70658,2.423461486,5.968017454,0.130877521,7.636363636,AC,,,,,,,BCC + FCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jallcom.2008.11.059
Alloy 0149,Al0.75CoCrCu0.25FeNiTi0.5,0.136363636,0.181818182,0.181818182,0.181818182,0.181818182,0.045454545,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.784659882,-14.38842975,15.54807926,355.3300781,1380.236222,1.786642495,6.381032408,0.132989312,7.272727273,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.jallcom.2008.11.059
Alloy 0150,AlCoCrFeNiTi0.5,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.44,-17.92,14.7,441.016415,1707.45,1.4,6.12,0.13,6.91,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1016/j.jallcom.2008.11.059
